"","PROBEID","SYMBOL","ENTREZID","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"1","1552291_at","PIGX","54965","phosphatidylinositol glycan anchor biosynthesis class X",-0.771615660238875,7.60301747089867,-8.20404193335894,3.65973144121956e-05,5.4695364117071e-05,1.53545389518813
"2","1552296_at","BEST4","266675","bestrophin 4",-0.551692394916036,6.56852053269961,-5.22209146272581,0.000802794977317985,0.000998347599998007,-1.86722782290371
"3","1552299_at","AK9","221264","adenylate kinase 9",-0.811027191133672,6.07264214734996,-5.68598411256796,0.000463263949793979,0.000589800399051941,-1.26536137183449
"4","1552306_at","ALG10","84920","ALG10 alpha-1,2-glucosyltransferase",1.04030710782201,5.76816342752231,12.3441606951324,1.74091883374126e-06,3.60920452009492e-06,4.91690255137595
"5","1552321_a_at","CCDC65","85478","coiled-coil domain containing 65",-1.04708623855155,5.52811719323451,-4.84635864489976,0.00128094543735034,0.00155314634278729,-2.37669804717349
"6","1552323_s_at","FAM122C","159091","family with sequence similarity 122C",-0.551796784115843,6.15131057147875,-6.40376083221326,0.000209082104497874,0.000276510260903848,-0.390784657377274
"7","1552326_a_at","CFAP53","220136","cilia and flagella associated protein 53",-1.05054585797358,5.93807968185735,-4.30484585350147,0.00260399130242261,0.00306953309871924,-3.14581529532928
"8","1552327_at","ARMCX4","100131755","armadillo repeat containing X-linked 4",-1.09032473888669,6.47263593272187,-15.1706360523106,3.56137633799206e-07,9.59080739393056e-07,6.67830272533866
"9","1552329_at","RBBP6","5930","RB binding protein 6, ubiquitin ligase",-1.20703896207799,8.5168147404975,-16.7319789543722,1.66313923914265e-07,5.18151594949692e-07,7.52185896408702
"10","1552347_at","CRYZL1","9946","crystallin zeta like 1",-1.04880729854042,8.33039286183559,-15.857103104324,2.52604915158597e-07,7.16210900539609e-07,7.05901463998396
"11","1552348_at","PRSS33","260429","serine protease 33",-2.51788278671926,8.46983312168272,-27.2493767808997,3.59082946166072e-09,2.52962902299115e-08,11.7333472868156
"12","1552365_at","SCIN","85477","scinderin",-0.0623871961679408,3.15456225150698,-0.344669581256688,0.739236267259393,0.746787048278866,-8.46915870839356
"13","1552375_at","ZNF333","84449","zinc finger protein 333",-0.759150625273857,6.10864146814809,-6.9726967520483,0.000116242566618921,0.000159284842712806,0.25675204984144
"14","1552422_at","C10orf25","220979","chromosome 10 open reading frame 25",-0.353022246868937,6.04875069573315,-3.45983821973204,0.0085814087738967,0.00974878960710247,-4.42219807684387
"15","1552426_a_at","TM2D3","80213","TM2 domain containing 3",-0.71114155641172,10.4573628556227,-8.12696951269604,3.91788622118096e-05,5.80717546272017e-05,1.45992394684409
"16","1552477_a_at","IRF6","3664","interferon regulatory factor 6",1.16664568273747,4.60759956136213,8.55592176004543,2.69839271025674e-05,4.1207062762746e-05,1.87326186831034
"17","1552485_at","LACTB","114294","lactamase beta",0.401685306368768,7.44840943213475,3.88418016351328,0.00465512942923809,0.00537926067378624,-3.77061847879302
"18","1552496_a_at","COBL","23242","cordon-bleu WH2 repeat protein",3.20669360120499,4.98798889678736,34.9590372938147,4.97591572598404e-10,6.21250468362958e-09,13.8576313947041
"19","1552506_at","CRB2","286204","crumbs cell polarity complex component 2",-0.968642093458283,6.51613030054287,-6.03978500890341,0.000310476479839078,0.000402374965135743,-0.825911406847303
"20","1552521_a_at","TMEM74","157753","transmembrane protein 74",-2.43057792456126,7.40914159857243,-18.6070180872341,7.25337186047332e-08,2.75912576653299e-07,8.43923255177125
"21","1552546_a_at","LETM2","137994","leucine zipper and EF-hand containing transmembrane protein 2",-0.474318788464472,4.48345118197293,-2.98091706058041,0.0175931837175009,0.0196981173520699,-5.17624489284026
"22","1552575_a_at","C6orf141","135398","chromosome 6 open reading frame 141",-0.681112486485751,7.85168753845507,-9.09477115862178,1.72544839432065e-05,2.73856567053283e-05,2.36931578158926
"23","1552578_a_at","MYO3B","140469","myosin IIIB",-0.401398520632666,4.15958414196312,-2.33364149876655,0.0479157653910665,0.0522228004823983,-6.20031112724546
"24","1552611_a_at","JAK1","3716","Janus kinase 1",-0.0830814954306529,7.42659349603963,-0.987492567667595,0.352347245424591,0.364861323326142,-8.01807635182635
"25","1552619_a_at","ANLN","54443","anillin actin binding protein",0.233196697649008,8.45682595191179,2.47664547970676,0.0383364030458051,0.0419728276455483,-5.97599404198322
"26","1552698_at","TUBA3FP","113691","tubulin alpha 3f pseudogene",-0.780405043542806,7.45314769795589,-6.91035976118595,0.000123747569090476,0.000169063580306706,0.187666267138935
"27","1552716_at","SPEF2","79925","sperm flagellar 2",-1.01290977815857,6.72128686630256,-9.57254135583409,1.18208343603817e-05,1.93648225117783e-05,2.78912932991149
"28","1552733_at","KLHDC1","122773","kelch domain containing 1",-1.31468728343001,4.41789872570592,-11.006357983863,4.15916578652178e-06,7.62495373491025e-06,3.94933853212762
"29","1552742_at","KCNH8","131096","potassium voltage-gated channel subfamily H member 8",-0.643113566508863,6.89451194608678,-6.16256292637501,0.0002712204268995,0.000353863381604003,-0.677246477565171
"30","1552754_a_at","CADM2","253559","cell adhesion molecule 2",1.71166774269069,6.57665415866724,31.6210444781398,1.10402514280174e-09,1.07503915449652e-08,13.0065337363217
"31","1552793_at","C8orf31","286122","chromosome 8 open reading frame 31",-1.75742528003754,6.36257627014907,-25.2213086524086,6.62048880719939e-09,4.09237077739139e-08,11.067732845031
"32","1552794_a_at","ZNF547","284306","zinc finger protein 547",-0.414716008214332,5.770086412842,-2.60682803545712,0.0313070294032051,0.0345164276086922,-5.77027777607132
